"","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","reviews_per_month","calculated_host_listings_count","availability_365","number_of_reviews_ltm","review_per_month"
"18088",1112190815989801216,"Perfect 3BR Loft! Perfect Location!",343569213,"Joy Karen","Manhattan","Hell's Kitchen",40.7557880985846,-73.9933311684554,"Entire home/apt",311,3,4,0.6,1,338,4,0.6
"18089",1112265207664696320,"Private Room Near JFK aiport",1354796,"Alaa","Brooklyn","East New York",40.6755774771671,-73.8888816671494,"Private room",60,30,2,0.3,7,268,2,0.3
"18090",1112313952031734784,"Boutique hotel in Long Island City",564663178,"Boro Hotel","Queens","Long Island City",40.7545564,-73.9358389,"Private room",245,1,12,1.59,1,112,12,1.59
"18091",1112314761461589504,"Tranquil, Stylish 2Br Apt in NYC",288195109,"AnnMarie","Brooklyn","Canarsie",40.6303576080959,-73.898595713934,"Entire home/apt",119,30,0,0,3,269,0,0
"18092",1112317611985718784,"Sunny apartment with rooftop in Bushwick",7816916,"Prune","Brooklyn","Bushwick",40.6898375559694,-73.9219446228418,"Entire home/apt",130,30,1,0.37,1,307,1,0.37
"18093",1112393231691668736,"Apartment at Midtown Manhattan",565856562,"Blanca","Manhattan","Hell's Kitchen",40.7570211,-73.993993,"Entire home/apt",140,30,0,0,6,213,0,0
"18094",1112405332315125120,"Private Bedroom in UWS",562233935,"Kristina","Manhattan","Upper West Side",40.8024986,-73.9668444,"Private room",81,59,0,0,37,269,0,0
"18095",1112405887592709120,"Apartment at Midtown Manhattan",565856562,"Blanca","Manhattan","Hell's Kitchen",40.7570211,-73.993993,"Entire home/apt",130,30,2,0.47,6,224,2,0.47
"18096",1112407338199544064,"Cityscape 2BR Gem",2867137,"Avi","Manhattan","Midtown",40.76435,-73.98383,"Entire home/apt",310,30,0,0,92,349,0,0
"18097",1112412330409417728,"Room - fire location close to Central Park",562233935,"Kristina","Manhattan","Upper West Side",40.8024986,-73.9668444,"Private room",75,30,0,0,37,269,0,0
"18098",1112413663345413120,"Comfort Private Room - UWS",562233935,"Kristina","Manhattan","Upper West Side",40.8024986,-73.9668444,"Private room",75,30,1,0.16,37,269,1,0.16
"18099",1112414919523045120,"Cozy and Comfy Room close to Central Park",562233935,"Kristina","Manhattan","Upper West Side",40.8024986,-73.9668444,"Private room",76,30,0,0,37,269,0,0
"18100",1112415747017722368,"Nice Private Room  - Upper West Side",562233935,"Kristina","Manhattan","Upper West Side",40.8024986,-73.9668444,"Private room",74,30,0,0,37,269,0,0
"18101",1112416918696367104,"Trendy Location  Private Bedroom",562233935,"Kristina","Manhattan","Upper West Side",40.8024986,-73.9668444,"Private room",74,30,0,0,37,269,0,0
"18102",1112422943507152896,"Apartment at Midtown Manhattan",565856562,"Blanca","Manhattan","Hell's Kitchen",40.7570211,-73.993993,"Entire home/apt",140,30,0,0,6,220,0,0
"18103",1112428943920033280,"Stunning 3Br Apt in Brooklyn, NY",288195109,"AnnMarie","Brooklyn","Canarsie",40.6302521388033,-73.9000729470186,"Entire home/apt",156,30,0,0,3,243,0,0
"18104",1112435683945505536,"Apartment at Midtown Manhattan",565856562,"Blanca","Manhattan","Hell's Kitchen",40.7570211,-73.993993,"Entire home/apt",140,30,1,1,6,205,1,1
"18105",1112445207875785216,"Apartment at Midtown Manhattan",565856562,"Blanca","Manhattan","Hell's Kitchen",40.7570211,-73.993993,"Entire home/apt",140,30,1,0.35,6,98,1,0.35
"18106",1112474153404016384,"Lux Chic Room",238132534,"Miriam","Manhattan","East Harlem",40.80744,-73.93759,"Private room",61,30,0,0,28,67,0,0
"18107",1112474208194512768,"Stylish Lux Room",238132534,"Miriam","Manhattan","East Harlem",40.80918,-73.9394,"Private room",61,30,0,0,28,307,0,0
"18108",1112521342674312320,"Intercon ground",338424773,"Md","Queens","Jamaica",40.6981211,-73.8041205,"Entire home/apt",128,1,30,4.89,1,177,30,4.89
"18109",1112530043994749952,"Cozy apartment in East Village",24673273,"Natalia","Manhattan","East Village",40.7283,-73.98485,"Entire home/apt",170,30,2,0.56,1,214,2,0.56
"18110",1112943121198244608,"Practical Apartment #1639",533234561,"Tina","Manhattan","Upper West Side",40.7865966703784,-73.9692200158389,"Entire home/apt",148,30,0,0,73,346,0,0
"18111",1112944929336437760,"Simple Apartment #406",533234561,"Tina","Manhattan","Stuyvesant Town",40.73033,-73.97794,"Entire home/apt",142,30,0,0,73,230,0,0
"18112",1112978750238438400,"Accessible Private Room #699 B",305240193,"Elena","Manhattan","East Harlem",40.7966902603757,-73.9479705338817,"Private room",59,30,0,0,288,188,0,0
"18113",1113018441358108416,"Newly Renovated Studio in UES",354589401,"Rachel Carmen","Manhattan","Upper East Side",40.7699734127407,-73.9586688719597,"Entire home/apt",210,3,20,3.35,6,116,20,3.35
"18114",1113019757148804864,"Tiny Shared Bath Private Studio Times Square #202",35491667,"Nat","Manhattan","Hell's Kitchen",40.7596877,-73.9909796,"Entire home/apt",57,30,0,0,116,170,0,0
"18115",1113030168317078016,"Tiny Shared Bath Private Studio Times Square #508",35491667,"Nat","Manhattan","Hell's Kitchen",40.7596877,-73.9909796,"Entire home/apt",53,30,3,0.57,116,125,3,0.57
"18116",1113047751823435776,"Blueground | Chelsea, elevator & w/d, nr 8th Ave",107434423,"Blueground","Manhattan","Chelsea",40.74406,-73.99988,"Entire home/apt",325,31,0,0,897,277,0,0
"18117",1113048051231581184,"Blueground | Chelsea, elevator & w/d, nr 8th Ave",107434423,"Blueground","Manhattan","Chelsea",40.7440612,-73.9998828,"Entire home/apt",330,31,0,0,897,187,0,0
"18118",1113051250641981184,"Blueground | UWS, gym, w/d & doorman, nr park",107434423,"Blueground","Manhattan","Upper West Side",40.7750725,-73.9886498,"Entire home/apt",361,31,0,0,897,23,0,0
"18119",1113073401939237248,"Tiny Private Bath Private Studio Times Square #504",35491667,"Nat","Manhattan","Hell's Kitchen",40.7596877,-73.9909796,"Entire home/apt",60,30,3,0.48,116,60,3,0.48
"18120",1113088052713757184,"Cute Quiet Renovated UWS Studio W/ Elevator #415",35491667,"Nat","Manhattan","Upper West Side",40.7937747,-73.9751287,"Entire home/apt",53,30,3,0.57,116,93,3,0.57
"18121",1113089113330335360,"Landmark 1 bedroom, Museum View",7245581,"Michael","Manhattan","Washington Heights",40.8334,-73.93846,"Entire home/apt",83,105,0,0,17,185,0,0
"18122",1113150723967169280,"Private studio in Manhattan",527694940,"Saadia","Manhattan","East Village",40.72457,-73.982,"Entire home/apt",180,30,2,0.31,1,82,2,0.31
"18123",1113158950244251520,"A place to relax and enjoy.",146963216,"Dora","Brooklyn","Prospect Heights",40.67952,-73.96579,"Private room",104,30,0,0,2,231,0,0
"18124",1113172571561700608,"Charming Modern Brooklyn Oasis",567253349,"Irene","Brooklyn","Bedford-Stuyvesant",40.68149782967,-73.9470505310747,"Entire home/apt",200,30,0,0,1,363,0,0
"18125",1113186084971222784,"Modern studio high walk score",502180749,"Val","Brooklyn","Greenpoint",40.7349152,-73.9553195,"Entire home/apt",179,30,2,0.36,1,364,2,0.36
"18126",1113279088764300160,"Blue Lotus Oasis",555167311,"Alicia","Brooklyn","East Flatbush",40.65361,-73.93303,"Entire home/apt",184,30,0,0,1,88,0,0
"18127",1113290108800873216,"Single Room in Turtle Bay",35483886,"Farroukh","Manhattan","Midtown",40.75616,-73.97364,"Private room",165,30,0,0,14,270,0,0
"18128",1113463250186485632,"Bohemian Beach House Bungalow",78125784,"Kara","Brooklyn","Coney Island",40.5741737930193,-73.9893259071442,"Entire home/apt",105,30,0,0,1,269,0,0
"18129",1113767184980310400,"Spacious Bed-Stuy Brownstone",9218275,"Emily","Brooklyn","Bedford-Stuyvesant",40.68961,-73.92552,"Private room",250,30,0,0,1,90,0,0
"18130",1113896863240020480,"Large calming and playful room",2317874,"Dinah","Brooklyn","Williamsburg",40.7127525287176,-73.9422467692334,"Private room",68,30,2,0.62,4,153,2,0.62
"18131",1113975653556241920,"Exclusive Suite~Backyard~10' Ceilings~King Bed",561181371,"Paula","Brooklyn","Bedford-Stuyvesant",40.6953407259662,-73.9503622442083,"Private room",261,3,22,3.59,1,138,22,3.59
"18132",1113990710461644800,"Cosy and warm room",2317874,"Dinah","Brooklyn","Williamsburg",40.71092,-73.94085,"Private room",76,30,1,0.15,4,212,1,0.15
"18133",1114539686734458880,"Charming apt in great location!",23896199,"Moira","Queens","Sunnyside",40.7451390339658,-73.9230778813362,"Entire home/apt",200,30,0,0,1,269,0,0
"18134",1114605506625468032,"Chic East Village 3 Bed Duplex",363834005,"June","Manhattan","East Village",40.7272,-73.98583,"Entire home/apt",485,2,20,2.65,1,241,20,2.65
"18135",1114648940731264000,"Entire Apartment in Brooklyn",86233928,"Yusuf","Brooklyn","Sheepshead Bay",40.58673,-73.93343,"Entire home/apt",115,30,2,0.33,2,182,2,0.33
"18136",1115238121412577280,"Top Notch 2-Bed in Kips Bay",514744168,"Jason","Manhattan","Kips Bay",40.7441319364371,-73.97741879667,"Entire home/apt",321,4,7,1.19,8,59,7,1.19
"18137",1115294849933964800,"Accessible Queen Retreat near World Trade Center",556115366,"Millennium Downtown","Manhattan","Financial District",40.7102594757415,-74.010968070279,"Entire home/apt",400,1,9,1.22,13,111,9,1.22
"18138",1115296316091602432,"Midtown Diamond",492711196,"Ash","Manhattan","Midtown",40.75646,-73.96275,"Entire home/apt",240,30,0,0,10,243,0,0
"18139",1115297010096422400,"Queen Accessible Bliss near World Trade Center",556115366,"Millennium Downtown","Manhattan","Financial District",40.7106,-74.01126,"Entire home/apt",396,1,13,1.83,13,102,13,1.83
"18140",1115302659617044608,"3-Bed/2-Bath in Kips Bay with Private Balcony",514744168,"Jason","Manhattan","Kips Bay",40.7423,-73.97798,"Entire home/apt",405,4,3,1.3,8,58,3,1.3
"18141",1115334437409198336,"26-2A New Studio prime 20's W/D newly furnished",162280872,"Urban Furnished","Manhattan","Kips Bay",40.7398490905762,-73.9801483154297,"Entire home/apt",144,30,0,0,221,307,0,0
"18142",1115372362964057600,"Quaint+Cozy Room in LowerEastSide+Foodie Paradise!",25766360,"Darra","Manhattan","Lower East Side",40.7116261415356,-73.989509272139,"Private room",88,30,2,0.39,3,317,2,0.39
"18143",1115377466525054464,"Mobility-Friendly King Haven in Lower Manhattan",556115366,"Millennium Downtown","Manhattan","Financial District",40.7104211985851,-74.0112034507103,"Entire home/apt",422,1,32,4.27,13,99,32,4.27
"18144",1115379010918611456,"Comfortable Accessible King with Skyline views",556115366,"Millennium Downtown","Manhattan","Financial District",40.71211,-74.01118,"Entire home/apt",396,1,18,2.62,13,110,18,2.62
"18145",1115417017868114688,"Panoramic views featuring the Hudson River",556115366,"Millennium Downtown","Manhattan","Tribeca",40.7120987045884,-74.0092551454635,"Entire home/apt",406,1,22,3.57,13,87,22,3.57
"18146",1115471563998249984,"Best located private bedroom in Astoria!",469233712,"Patricia","Queens","Astoria",40.76578,-73.9168,"Private room",105,2,12,4,1,278,12,4
"18147",1.115903542548e+18,"Blueground | Midtown West, gym & w/d, nr museum",107434423,"Blueground","Manhattan","Hell's Kitchen",40.761164,-73.997741,"Entire home/apt",469,31,0,0,897,305,0,0
"18148",1115980846989416832,"Rooms in Queens, Flushing NY",315351705,"Krystal","Queens","College Point",40.7866,-73.8392,"Private room",225,2,14,2.28,2,165,14,2.28
"18149",1116042385708833536,"Nice Private Bedroom",124028462,"Outpost Club","Brooklyn","Bedford-Stuyvesant",40.689185,-73.9365979,"Private room",50,30,1,0.19,18,270,1,0.19
"18150",1116080980495306496,"Brooklyn - Unique Private Room!",567937804,"Nicky","Brooklyn","Bushwick",40.6978082567289,-73.9300069994043,"Private room",120,30,0,0,2,269,0,0
"18151",1116114825500098560,"Cozy Double Room in Times Square",565593480,"OYO Times Square New York City","Manhattan","Theater District",40.7584281784789,-73.9843773886644,"Entire home/apt",242,1,4,1.21,6,164,4,1.21
"18152",1116245822770307584,"Ardent Space: Flushing Room 2",30839692,"Stavros","Queens","Flushing",40.7510026,-73.8173924,"Private room",40,30,1,0.32,2,353,1,0.32
"18153",1116478901641638400,"Shared room in Brooklyn 2",125408735,"Ferhat","Brooklyn","Brighton Beach",40.5814542900274,-73.9547726920923,"Shared room",39,30,0,0,4,179,0,0
"18154",1116529065414290560,"Comfortable Private Bedroom | Williamsburg",559997264,"Tilden","Brooklyn","Williamsburg",40.70888,-73.95005,"Private room",65,90,1,1,14,257,1,1
"18155",1116555539786039680,"Dream Midtown, trendy hotel room",566867118,"Dream Midtown By Hyatt","Manhattan","Midtown",40.764395,-73.981741,"Private room",310,1,14,1.92,1,115,14,1.92
"18156",1116562418961095680,"Bright studios near the park",3562479,"Veronika","Manhattan","Upper West Side",40.7856335,-73.9724741,"Private room",100,30,0,0,1,86,0,0
"18157",1116577867872652800,"New HDTV room with high ceiling, large closet #368",3223938,"Eugene","Brooklyn","Bedford-Stuyvesant",40.6873249594674,-73.9560199485465,"Private room",44,30,1,0.21,740,354,1,0.21
"18158",1116631317326009344,"HUGE room, HDTV, Laundry, 29min to Manhattan #17",3223938,"Eugene","Brooklyn","Prospect-Lefferts Gardens",40.65858,-73.94576,"Private room",43,30,0,0,740,354,0,0
"18159",1116643396778760320,"Private entrance studio with bathroom",224047081,"Alexander","Brooklyn","Brighton Beach",40.578597927198,-73.9619591832161,"Entire home/apt",81,30,0,0,16,214,0,0
"18160",1116660527858079744,"Bright room, HDTV, Laundry, 29min to Manhattan #18",3223938,"Eugene","Brooklyn","Prospect-Lefferts Gardens",40.6565211376505,-73.9439313896793,"Private room",40,30,0,0,740,354,0,0
"18161",1116670452248942848,"Sonder City Hall Park | King Studio Apartment",219517861,"Sonder (NYC)","Manhattan","Financial District",40.710742254338,-74.0079074846071,"Entire home/apt",314,1,15,6,88,57,15,6
"18162",1116675449955221504,"Bright room, HDTV, Laundry, 29min to Manhattan #19",3223938,"Eugene","Brooklyn","Prospect-Lefferts Gardens",40.6583276847533,-73.94604250169,"Private room",39,30,0,0,740,243,0,0
"18163",1116693554594421632,"Quiet Cozy Single Bedroom in Williamsburg",559997264,"Tilden","Brooklyn","Williamsburg",40.7085096166991,-73.9481572661065,"Private room",70,90,0,0,14,173,0,0
"18164",1116707411784455168,"The Gram",61391963,"Stay With Vibe","Manhattan","Kips Bay",40.7415187043982,-73.9783382257215,"Entire home/apt",135,30,0,0,120,365,0,0
"18165",1116713538927097600,"Charming Private Room in Brooklyn",559997264,"Tilden","Brooklyn","Williamsburg",40.70698,-73.95016,"Private room",66,90,0,0,14,270,0,0
"18166",1116729772468124160,"Exclusive Private Room 512 | Shared Bathroom",401202937,"Eliza","Manhattan","Midtown",40.74629,-73.98871,"Private room",79,1,6,0.85,65,229,6,0.85
"18167",1116763616207150336,"Ft Greene 1 BR Near Steiner Studios/Bklyn Hospital",449529549,"Paul","Brooklyn","Clinton Hill",40.69324,-73.96562,"Entire home/apt",126,30,1,0.31,3,195,1,0.31
"18168",1116772957632397568,"26-3A Studio Prime Gramercy W/D | Courtyard",162280872,"Urban Furnished","Manhattan","Kips Bay",40.7398482,-73.9801503,"Entire home/apt",138,30,0,0,221,365,0,0
"18169",1116778465633615104,"Bright Private room in Manhattan",558446111,"Tilden","Manhattan","Harlem",40.8050386509469,-73.9571111179458,"Private room",62,90,1,0.33,11,270,1,0.33
"18170",1116801109714418688,"Bright Cozy Private room in Brooklyn",560547119,"Tilden","Brooklyn","Bushwick",40.6883,-73.90903,"Private room",53,90,0,0,14,222,0,0
"18171",1116806421398122240,"Spacious Private room | Brooklyn",560547119,"Tilden","Brooklyn","Bushwick",40.6883,-73.90804,"Private room",55,30,0,0,14,270,0,0
"18172",1116894896977374464,"Stunning First Floor of our Townhome",232509724,"JoYin","Brooklyn","Windsor Terrace",40.6587572,-73.9766094,"Entire home/apt",300,1,42,5.58,1,121,42,5.58
"18173",1116920027162766080,"Bright room, HDTV, Laundry, 29min to Manhattan #20",3223938,"Eugene","Brooklyn","Prospect-Lefferts Gardens",40.65662,-73.9446,"Private room",36,30,0,0,740,0,0,0
"18174",1116927219695127680,"Beauty Rest l (Private Room)",52862385,"Mahogany Private Studio","Brooklyn","East Flatbush",40.6630212635662,-73.9343721321924,"Private room",68,30,0,0,6,269,0,0
"18175",1116930231790877568,"A Visitors Dream Place to NYC",249297875,"Guoxin","Bronx","Woodlawn",40.896993635453,-73.8747368379831,"Private room",150,30,0,0,1,179,0,0
"18176",1116944603082675200,"3-Bedroom-Home-L",465866457,"Wei","Bronx","Concourse Village",40.83564,-73.91449,"Entire home/apt",324,30,0,0,12,269,0,0
"18177",1116956583540278528,"1-Bedroom-Home-L",465866457,"Wei","Queens","Flushing",40.7569803040167,-73.7933629563228,"Entire home/apt",188,30,0,0,12,269,0,0
"18178",1116961730053926400,"3-Bedroom-Home-L",465866457,"Wei","Queens","Flushing",40.75623,-73.79359,"Entire home/apt",430,30,0,0,12,270,0,0
"18179",1116968235116811264,"1-Bedroom-Home-L",465866457,"Wei","Queens","Flushing",40.7568287170565,-73.7961728959704,"Entire home/apt",139,30,0,0,12,269,0,0
"18180",1116980599219165440,"Luxury and Modern 3BED Apt in NYC/free parking",567282435,"Luxury Rents Worldwide","Brooklyn","Bedford-Stuyvesant",40.6851278,-73.9421023,"Entire home/apt",204,30,0,0,4,169,0,0
"18181",1117326207587983360,"Good day New York",508184140,"Joonmo","Manhattan","Midtown",40.7613818672341,-73.9764207732885,"Entire home/apt",189,30,2,0.55,2,210,2,0.55
"18182",1117330803139603328,"French soul and NYC edge – the perfect blend",562226883,"Sofitel New York","Manhattan","Midtown",40.755394,-73.98144,"Private room",416,1,1,0.14,1,76,1,0.14
"18183",1.11734856241e+18,"Downtown Delight: 2BR NYC Apt",2867137,"Avi","Manhattan","Financial District",40.70566,-74.00861,"Entire home/apt",162,30,0,0,92,338,0,0
"18184",1117350487164620032,"Perfect Williamsburg One-Bedroom",44501635,"Ivy","Brooklyn","Williamsburg",40.7112,-73.958309,"Entire home/apt",165,30,2,0.43,1,152,2,0.43
"18185",1117392950529887744,"Huge Private Room in Brooklyn!",567937804,"Nicky","Brooklyn","Bushwick",40.6962752531675,-73.9279652321318,"Private room",120,30,0,0,2,269,0,0
"18186",1117395358984269568,"Guest Room with 2 Double Beds",474812824,"Holiday Inn New York City","Manhattan","Financial District",40.7099558771355,-74.0081531000911,"Entire home/apt",261,1,65,9.24,2,330,65,9.24
"18187",1117406325382308480,"Island Flair | Sightseeing. Restaurant",568046578,"Graduate New York","Manhattan","Roosevelt Island",40.75505,-73.95593,"Entire home/apt",337,1,23,3.83,4,204,23,3.83
"18188",1117408615752781056,"Cosmopolitan Stay | Tram Tours. Restaurant",568046578,"Graduate New York","Manhattan","Roosevelt Island",40.75508,-73.95615,"Entire home/apt",370,1,14,3,4,188,14,3
"18189",1117411104238983168,"Journey On The Island | Tram Tours. Restaurant",568046578,"Graduate New York","Manhattan","Roosevelt Island",40.75707,-73.95518,"Entire home/apt",388,1,3,0.49,4,204,3,0.49
"18190",1117496740720620032,"Cozy and quiet studio",46167132,"NYC Rentals","Manhattan","Hell's Kitchen",40.764759424695,-73.9921951592791,"Entire home/apt",425,2,8,1.38,6,136,8,1.38
"18191",1117520708516978944,"Room C in a House close to JFK&LGA",510399716,"Minguang","Queens","Woodhaven",40.69672,-73.85147,"Private room",112,1,31,6.99,4,329,31,6.99
"18192",1117523999743439360,"Manhattan for 1 person 2nd floor",545427407,"David","Manhattan","Harlem",40.8105663,-73.9418049,"Private room",64,30,0,0,11,251,0,0
"18193",1117532744097489664,"Tiny Private Bath Private Studio Times Square #102",35491667,"Nat","Manhattan","Hell's Kitchen",40.7605412872867,-73.9901175896816,"Entire home/apt",64,30,3,0.59,116,160,3,0.59
"18194",1117543144201396480,"Well Furnished MALE Twin bed rental |Williamsburg",488855227,"Leo","Brooklyn","Williamsburg",40.7067320385149,-73.9505014616243,"Shared room",37,90,0,0,16,259,0,0
"18195",1117561089485142784,"Luxury 3BED Gem in New York / Best Location Ever!",567282435,"Luxury Rents Worldwide","Brooklyn","Bedford-Stuyvesant",40.6851278,-73.9421023,"Entire home/apt",208,30,1,0.37,4,222,1,0.37
"18196",1117721798584451328,"Two Bedroom Apt, South Bronx",428705707,"Enoch","Bronx","Mott Haven",40.81154982664,-73.9171589347453,"Entire home/apt",100,30,0,0,2,333,0,0
"18197",1117859419184943616,"Duplex Apt With Private Patio in Soho",152489906,"Chawanluck","Manhattan","Little Italy",40.719859,-73.9973503,"Entire home/apt",350,3,16,2.68,1,56,16,2.68
"18198",1117935917476687232,"Luxury Townhouse, Urban Oasis Mins to Manhattan",30799832,"Brian","Queens","Sunnyside",40.74713,-73.91761,"Entire home/apt",350,30,3,0.93,1,135,3,0.93
"18199",1117959264674169344,"Atlantic room w/Desk in Brooklyn",401709949,"Daniela & James","Brooklyn","Bedford-Stuyvesant",40.6982622822596,-73.9404222345909,"Private room",57,30,0,0,31,213,0,0
"18200",1118075775886720768,"Modern 3BR/2bath in Greenpoint",377953444,"Kristina & Evans","Brooklyn","Greenpoint",40.7302121,-73.9556117,"Entire home/apt",210,30,0,0,6,264,0,0
"18201",1118148174507368320,"Cozy Room Minutes from Manhattan",568408945,"Nino","Bronx","Concourse",40.8210060243211,-73.9260197492028,"Private room",77,14,12,1.61,1,79,12,1.61
"18202",1118447284939729664,"Quiet Home in Rego Park, NY",568475728,"Chunyang","Queens","Rego Park",40.7269923988824,-73.8676012132307,"Private room",180,30,0,0,1,269,0,0
"18203",1118676440414345088,"Honey’s Guest Suite-Private Studio",52862385,"Mahogany Private Studio","Brooklyn","East Flatbush",40.6609813819285,-73.9335220996333,"Entire home/apt",96,30,0,0,6,269,0,0
"18204",1118860557921569920,"HUGE Room in Crown Heights, with washer/dryer #650",3223938,"Eugene","Brooklyn","Crown Heights",40.66897,-73.95177,"Private room",44,30,0,0,740,354,0,0
"18205",1118867581127238656,"HDTV Room in Crown Heights, with washer/dryer #651",3223938,"Eugene","Brooklyn","Crown Heights",40.6694797224598,-73.952460056236,"Private room",44,30,0,0,740,354,0,0
"18206",1118977799274534144,"Midtown East Private Bedroom",264780621,"Sandra","Manhattan","Midtown",40.7547587,-73.9678116,"Private room",100,30,0,0,1,215,0,0
"18207",1119223662219270400,"HDTV Room in Crown Heights, with washer/dryer #652",3223938,"Eugene","Brooklyn","Crown Heights",40.66928,-73.95258,"Private room",43,30,0,0,740,187,0,0
"18208",1119779223582471168,"Avail in Dec. 2024 Holiday Nights @ Manhattan Club",33614626,"Colleen & Jim","Manhattan","Midtown",40.7647682719127,-73.9807616962952,"Entire home/apt",435,2,2,1.76,1,8,2,1.76
"18209",1119976704784916608,"Sunnyside! Locals favorite neighbor for living",19303369,"Hiroki","Queens","Sunnyside",40.73857,-73.92586,"Private room",45,30,0,0,255,61,0,0
"18210",1119990552003968256,"5 Subway take you to Manhattan : With Private Bath",19303369,"Hiroki","Queens","Woodside",40.7429662305333,-73.8949139045921,"Private room",49,30,0,0,255,60,0,0
"18211",1120033214936283008,"Stylish 1BD Apt with In-unit Laundry / Manhattan",448326434,"Boomerang","Manhattan","Lower East Side",40.7169227487941,-73.9889006668132,"Entire home/apt",159,30,0,0,35,155,0,0
"18212",1120041642707724544,"Small Reasonable stay in NYC 3min Subway Grand Ave",19303369,"Hiroki","Queens","Elmhurst",40.73839,-73.8774,"Private room",40,30,0,0,255,54,0,0
"18213",1120120917663313664,"Brooklyn Haven",276644957,"Aron","Brooklyn","East Flatbush",40.6569176628921,-73.9368766634502,"Entire home/apt",190,2,24,4.44,1,135,24,4.44
"18214",1120200726975912832,"Oak floors & minimalist furnishings",561222841,"Citadines Connect Fifth Avenue","Manhattan","Midtown",40.7559436,-73.9801871,"Private room",196,1,15,2.24,3,56,15,2.24
"18215",1120200764487842816,"Rooms designed for recharging",561222841,"Citadines Connect Fifth Avenue","Manhattan","Midtown",40.7559436,-73.9801871,"Private room",227,1,7,2.31,3,89,7,2.31
"18216",1120215751027046144,"73-705N Luxury Elv Bldg 24H DM Gym Studio",162280872,"Urban Furnished","Manhattan","Upper West Side",40.7796761,-73.9825455,"Entire home/apt",159,30,0,0,221,297,0,0
"18217",1120350431112519936,"Residential-Style Refuge | Sightseeing. Bar",566895155,"ModernHaus SoHo New York City","Manhattan","SoHo",40.72304,-74.0039,"Entire home/apt",492,1,1,0.24,3,218,1,0.24
"18218",1120370336809286656,"Private ROOM in Bushwick",543456429,"Kristina","Brooklyn","Bedford-Stuyvesant",40.6941504,-73.9457867,"Private room",45,30,0,0,20,269,0,0
"18219",1120373926540312960,"Charming Private ROOM -Bushwick",543456429,"Kristina","Brooklyn","Bedford-Stuyvesant",40.6941504,-73.9457867,"Private room",45,30,0,0,20,269,0,0
"18220",1120374739634095232,"Private Bedroom in Bushwick",543456429,"Kristina","Brooklyn","Bedford-Stuyvesant",40.6941504,-73.9457867,"Private room",45,30,0,0,20,269,0,0
"18221",1120375458576488448,"Prime Bushwick Bedroom",543456429,"Kristina","Brooklyn","Bedford-Stuyvesant",40.6941504,-73.9457867,"Private room",45,30,0,0,20,269,0,0
"18222",1120376135115063168,"Amazing Private ROOM - Bushwick",543456429,"Kristina","Brooklyn","Bedford-Stuyvesant",40.6941504,-73.9457867,"Private room",45,30,0,0,20,269,0,0
"18223",1120399941594229120,"Historic District,Staten Island",262662093,"Johannes","Staten Island","St. George",40.6469150375308,-74.087880375312,"Private room",59,30,3,0.53,1,269,3,0.53
"18224",1120407740838728832,"Cute Room In Co-Living Apt",563247594,"Kristina","Manhattan","East Harlem",40.7897768,-73.9489094,"Private room",57,30,1,0.19,12,211,1,0.19
"18225",1120411445974677120,"Private Room in Manhattan",563247594,"Kristina","Manhattan","East Harlem",40.7897768,-73.9489094,"Private room",57,30,0,0,12,244,0,0
"18226",1120414324364217728,"Vibrant NYC Bedroom",563247594,"Kristina","Manhattan","East Harlem",40.79098,-73.94912,"Private room",70,30,0,0,12,319,0,0
"18227",1120417006583335680,"Amazing Studio Apt",563247594,"Kristina","Manhattan","East Harlem",40.7897768,-73.9489094,"Entire home/apt",98,30,0,0,12,269,0,0
"18228",1120419289800030592,"Lovely Studio Upper Manhattan",563247594,"Kristina","Manhattan","East Harlem",40.7897768,-73.9489094,"Entire home/apt",98,59,0,0,12,269,0,0
"18229",1120557503116264832,"Central Room Queens NYC Host in the unit",329664811,"Estefania","Queens","Rego Park",40.7184156651246,-73.8595608249307,"Private room",76,30,0,0,2,270,0,0
"18230",1120594990836551936,"1727-3RS Renovated 3br-2bath UES perfect for share",29468219,"Pini","Manhattan","Upper East Side",40.7800931,-73.9505166,"Entire home/apt",183,30,0,0,12,242,0,0
"18231",1120708927839982080,"Stylish and quiet 2BR nr Times Square+Doorman,Gym",448326434,"Boomerang","Manhattan","Theater District",40.75711,-73.98272,"Entire home/apt",315,30,1,0.17,35,136,1,0.17
"18232",1120914951050400768,"Blueground | Hudson Yards, gym, rooftop & lounge",107434423,"Blueground","Manhattan","Chelsea",40.7521736,-73.9989276,"Entire home/apt",285,31,0,0,897,157,0,0
"18233",1120915309288873984,"Blueground | Hudson Yards, gym, rock wall, arcade",107434423,"Blueground","Manhattan","Chelsea",40.75217,-73.99893,"Entire home/apt",283,31,0,0,897,184,0,0
"18234",1120940575990331520,"The Beacon III",61391963,"Stay With Vibe","Manhattan","Upper West Side",40.7845483,-73.9742563,"Entire home/apt",121,30,1,0.41,120,365,1,0.41
"18235",1120950645849135232,"Private Room 813 | Shared Bath",401202937,"Eliza","Manhattan","Midtown",40.74633,-73.98749,"Private room",73,1,3,0.43,65,205,3,0.43
"18236",1121071083462663168,"Cozy and Beautiful Room",394333507,"Augustina","Staten Island","Bull's Head",40.61691,-74.16465,"Private room",54,1,27,4.38,2,335,27,4.38
